0,1,2,3,4,5,6,7
0.7503553622514443,0.45500726007787384,0.7674720394523338,0.5695959074204278,0.5181432231588313,0.905224559275554,0.25986131330844464,0.27042724267945506
0.24008955046765768,0.9848886230890008,0.14950323508119068,0.06234768036426186,0.8429012414218356,0.5577540512028936,0.9669586466043075,0.32481676989637354
0.8307323129709119,0.7215513411257916,0.641065529272662,0.37824994864106387,0.6939649421136862,0.9125155603924475,0.34238013358339514,0.44160397639480253
0.6323750772047309,0.40282339528112865,0.8081562117862734,0.06834444976422827,0.7640159314908949,0.3573972537085268,0.051612331907046394,0.8649856057841085
0.6485591574513356,0.6349136308607978,0.7717596061614437,0.48589449792636064,0.35822201035131795,0.5184986006002894,0.11919686502280169,0.3679232195252674
0.8674016389479317,0.39912987512248777,0.6621157393753083,0.31152580428803334,0.589372139925829,0.574320808194662,0.9760500702847033,0.9844206262108741
0.16705638395674116,0.8823090060064696,0.7399502929813833,0.4714171568850517,0.07641907648622248,0.2659403020858415,0.8648744376357882,0.12719102578698405
0.2942138365247402,0.3106990472674023,0.179153253293168,0.548753472650908,0.23592811321162932,0.7078506717182902,0.894059732001497,0.43204747195568094
0.7405149107109803,0.23225524624454708,0.5634078146697027,0.5971328803212098,0.2927934855473989,0.1836323961755183,0.42450094313255615,0.375567965368622
0.19280512282266693,0.5918507154859625,0.20058766485488766,0.3420359200208821,0.6804356513698371,0.6000140047967294,0.27490680413549895,0.023439603623903182
0.548316313262284,0.4291257533039322,0.1193402289016594,0.22208429835389898,0.9040286152565534,0.11769390998441431,0.253464669482671,0.7098108394567383
0.36583236496296956,0.8584550296789605,0.48800666122105396,0.8685009884048598,0.4636322350475611,0.6002975238080922,0.5279378919297181,0.26509302537563606
0.2833216919592617,0.2862594138250599,0.9728763582714907,0.8158835613758987,0.07147227379286447,0.6161003942943927,0.32100167595996276,0.1997599318426767
0.10631987406001886,0.8158468890595333,0.44578705351095094,0.05592366298492624,0.05732864675344751,0.11677195231702375,0.352074725300493,0.8069756156580058
0.7526293985653253,0.2906089428388676,0.5473077273098939,0.6307924015076116,0.25031822775809587,0.10020827032646362,0.6444001696684716,0.6673847519879825
0.46849265567829956,0.27227960824241426,0.2239689983213391,0.6572569255823659,0.8309594393843222,0.36724051493830945,0.5625631766853175,0.6586961463658764
0.0588262239760734,0.9310298193006143,0.33375011279776057,0.11888660028441622,0.7933034200153957,0.47937463654896095,0.8235463843098312,0.6990094042880582
0.186633584195099,0.06937021254522369,0.02495509858947964,0.23463107549930862,0.29919575556025135,0.2623534018707534,0.33404263029397707,0.2177097850346752
